province_norm,harvest_year,ndvi_auc,ndvi_max,ndvi_mean,evi_max,evi_mean
AGRI,2014,126.61735726290964,0.6479844548476974,0.4178790668742891,0.4499341724595783,0.2633536812888116
AGRI,2015,143.33859011214298,0.6779703232487373,0.47306465383545543,0.4718984444834161,0.3051038085551769
AGRI,2016,149.7426514166269,0.6872829118710168,0.4925745112389037,0.4845327622073727,0.3089590330323724
AGRI,2017,131.87113055029693,0.6432455321216546,0.4352182526412452,0.4700044130198333,0.2885529191867779
AGRI,2018,134.72547775363546,0.7224032562340864,0.4446385404410405,0.5285306654322396,0.2865877943960246
AGRI,2019,130.67560391600836,0.6283061488759102,0.43127262018484613,0.4395867499287064,0.2770557141247184
AGRI,2020,132.94763814386923,0.6630597855897238,0.43732775705220145,0.46817965561522995,0.2825970447089517
AGRI,2021,118.42711228269954,0.6371972909601328,0.3908485553884472,0.45884166092589046,0.253633135838726
AGRI,2022,132.54641290212408,0.6856411607579992,0.4374469072677371,0.4960052195050386,0.2862515621337098
AGRI,2023,131.21791328740238,0.6900748561850147,0.4330624200904366,0.4982573673628525,0.271239142878956
AGRI,2024,152.27845023141631,0.7164399053125488,0.5009159547086064,0.5224524753610845,0.3226579446532234
AKSARAY,2005,76.36638857197059,0.4487549375819534,0.2520342857160744,0.3543769121270269,0.1783286826589973
AKSARAY,2006,96.50354681802774,0.5201967766904175,0.3184935538548768,0.40320697613586365,0.2225423989574015
AKSARAY,2007,83.26095711786908,0.4379181161932193,0.2747886373527037,0.33062472408607246,0.18534404009807806
AKSARAY,2008,75.82401789129233,0.4030331889922292,0.2494211114845143,0.312674704926118,0.170506047112532
AKSARAY,2009,94.62086405233136,0.5126861831994786,0.31228007938063174,0.40232258223810263,0.2147010779040784
AKSARAY,2010,95.52276408419824,0.5102436474460527,0.3152566471425683,0.3951226524193539,0.217558779377783
AKSARAY,2011,108.56788784444458,0.5441808705275696,0.3583098608727546,0.4194263902939422,0.2425725754923147
AKSARAY,2012,80.03596932126854,0.4493303915538735,0.2632762148725937,0.343820989427028,0.1823993509044113
AKSARAY,2013,105.11015336437347,0.5407464860536156,0.346898195922025,0.4172311824946679,0.2377468720511495
AKSARAY,2014,83.93686420232223,0.4617333646929267,0.2770193538030442,0.3659814658804344,0.196908571362763
AKSARAY,2015,113.15298568567262,0.5876090102303103,0.3734421969824175,0.4571393406831464,0.254366090587998
AKSARAY,2016,90.83603465666236,0.5177323859696744,0.2988027455811267,0.4221667953319259,0.213279529161513
AKSARAY,2017,88.61691448171605,0.5345579711742137,0.2924650642960928,0.4313230039787383,0.2139481831490869
AKSARAY,2018,103.01832629674826,0.6000448040638092,0.3399944762268919,0.4956158083268027,0.239429896666372
AKSARAY,2019,103.70714801940952,0.547971181537923,0.3422678152455751,0.4358716784699259,0.2410458849257887
AKSARAY,2020,96.02251234663132,0.5574902560283357,0.3158635274560241,0.4721312891323915,0.2341362125716589
AKSARAY,2021,92.23519916471534,0.5534148140063062,0.3044065979033505,0.4655140357064386,0.2234713856189992
AKSARAY,2022,90.04263889536739,0.5030502026566555,0.2971704253972523,0.4128984730588804,0.215125225727872
AKSARAY,2023,100.2744281009418,0.5943994712573354,0.3309387066037683,0.4958557836024128,0.23718518604007827
AKSARAY,2024,104.41077175607106,0.5738980885658959,0.3434564860397069,0.4726902514976474,0.24203274514476697
AMASYA,2005,119.54253352916876,0.6732961387160736,0.3945298136276199,0.49399896109814817,0.246617843832803
AMASYA,2006,128.06528858306666,0.6597330749937171,0.4226577180959299,0.47914160905684144,0.2622711939672996
AMASYA,2007,118.03490676906934,0.5907378565798886,0.3895541477527038,0.42439550522405545,0.23729592276497344
AMASYA,2008,124.66802440316845,0.6610475370396459,0.4100921855367386,0.47392547501268373,0.2524055466942386
AMASYA,2009,142.2220847337835,0.679362880462822,0.46937981760324604,0.48245147252255,0.2885685388849452
AMASYA,2010,132.91113132525925,0.6465865200680191,0.4386505984331981,0.4735884426272224,0.2711776323375235
